file_name	base_name	yr_mo	int_area	int_gain	samp_gain
1609_SFMG_SMP_2-ProcessedContour_IFE_RM_NRM.dat	1609_SFMG_SMP_2	1609	11832.13121	low	low
1609_SFSI_SMP_2-ProcessedContour_IFE_RM_NRM.dat	1609_SFSI_SMP_2	1609	11832.13121	low	low
1610_ELDC_SMP_2-ProcessedContour_IFE_RM_NRM.dat	1610_ELDC_SMP_2	1610	11886.13194	low	low
1610_FOXC_SMP_1-ProcessedContour_IFE_RM_NRM.dat	1610_FOXC_SMP_1	1610	11977.48575	low	low
1610_REDC_SMP_1-ProcessedContour_IFE_RM_NRM.dat	1610_REDC_SMP_1	1610	11977.48575	low	low
1610_SFCD_SMP_1-ProcessedContour_IFE_RM_NRM.dat	1610_SFCD_SMP_1	1610	11977.48575	low	low
1610_SFMD_SMP_2-ProcessedContour_IFE_RM_NRM.dat	1610_SFMD_SMP_2	1610	11886.13194	low	low
1610_SFMG_SMP_2-ProcessedContour_IFE_RM_NRM.dat	1610_SFMG_SMP_2	1610	11886.13194	low	low
1610_SFPR_SMP_2-ProcessedContour_IFE_RM_NRM.dat	1610_SFPR_SMP_2	1610	11886.13194	low	low
1610_SFSI_SMP_2-ProcessedContour_IFE_RM_NRM.dat	1610_SFSI_SMP_2	1610	11886.13194	low	low
