ex	em	z
462	566.386	0.0146563639782282
462	568.063	0.0149116736089573
462	569.739	0.0145713070233176
462	571.416	0.015007624318404
462	573.093	0.0147897128107199
462	574.771	0.0144922114405694
462	576.448	0.014525536442336
462	578.126	0.0130444121610984
462	579.804	0.0134924418735115
462	581.483	0.0121652514130033
462	583.161	0.0128029856256482
462	584.84	0.011903022600856
462	586.519	0.0117797325156801
462	588.198	0.0116511321465533
462	589.878	0.0107522585655781
462	591.557	0.0100280591906874
462	593.237	0.0101938724919246
462	594.917	0.00938554221008387
462	596.597	0.00996210133502806
462	598.277	0.009920335457021
462	599.958	0.00969026959722319
462	601.639	0.00899208444148087
462	603.32	0.0093636641565385
462	605.001	0.00936366546746895
462	606.682	0.00937840757582187
462	608.364	0.00871058767126281
462	610.045	0.00906551533361702
462	611.727	0.0080632632198098
462	613.409	0.00764529961692963
462	615.091	0.00835974492388748
462	616.774	0.0071467249965919
462	618.456	0.00733609847688306
462	620.139	0.00875257093522143
461	212.423	0
461	213.993	0
461	215.563	0
461	217.134	0
461	218.706	0
461	220.279	0
461	221.852	0
461	223.426	0
461	225	0
461	226.576	0
461	228.152	0
461	229.728	0
461	231.305	0
461	232.883	0
461	234.462	0
461	236.042	0
461	237.622	0
461	239.202	0
461	240.784	0
461	242.366	0
461	243.948	0
461	245.532	0
461	247.116	0
461	248.701	0
461	250.286	0
461	251.872	0
461	253.459	0
461	255.046	0
461	256.634	0
461	258.223	0
461	259.812	0
461	261.402	0
461	262.993	0
461	264.584	0
461	266.176	0
461	267.769	0
461	269.362	0
461	270.956	0
461	272.551	0
461	274.146	0
461	275.742	0
461	277.338	0
461	278.935	0
461	280.533	0
461	282.131	0
461	283.73	0
461	285.33	0
461	286.93	0
461	288.531	0
461	290.132	0
461	291.735	0
461	293.337	0
461	294.941	0
461	296.545	0
461	298.149	0
461	299.754	0
461	301.36	0
461	302.966	0
461	304.573	0
461	306.181	0
461	307.789	0
461	309.398	0
461	311.007	0
461	312.617	0
461	314.228	0
461	315.839	0
461	317.451	0
461	319.063	0
461	320.676	0
461	322.29	0
461	323.904	0
461	325.519	0
461	327.134	0
461	328.75	0
461	330.366	0
461	331.983	0
461	333.601	0
461	335.219	0
461	336.838	0
461	338.457	0
461	340.077	0
461	341.697	0
461	343.318	0
461	344.94	0
461	346.562	0
461	348.185	0
461	349.808	0
461	351.432	0
461	353.056	0
461	354.681	0
461	356.306	0
461	357.932	0
461	359.558	0
461	361.185	0
461	362.813	0
461	364.441	0
461	366.07	0
461	367.699	0
461	369.328	0
461	370.959	0
461	372.589	0
461	374.221	0
461	375.852	0
461	377.485	0
461	379.117	0
461	380.751	0
461	382.384	0
461	384.019	0
461	385.654	0
461	387.289	0
461	388.925	0
461	390.561	0
461	392.198	0
461	393.835	0
461	395.473	0
461	397.111	0
461	398.75	0
461	400.39	0
461	402.029	0
461	403.67	0
461	405.31	0
461	406.951	0
461	408.593	0
461	410.235	0
461	411.878	0
461	413.521	0
461	415.165	0
461	416.809	0
461	418.453	0
461	420.098	0
461	421.744	0
461	423.39	0
461	425.036	0
461	426.683	0
461	428.33	0
461	429.978	0
461	431.626	0
461	433.274	0
461	434.923	0
461	436.573	0
461	438.223	0
461	439.873	0
461	441.524	0
461	443.175	0
461	444.827	0
461	446.479	0
461	448.131	0
461	449.784	0
461	451.437	0
461	453.091	0
461	454.745	0
461	456.4	0
461	458.055	0
461	459.71	0
461	461.366	0
461	463.022	0
461	464.678	0
461	466.335	0
461	467.993	0
461	469.651	0
461	471.309	0
461	472.967	0
461	474.626	0.00905709951876772
461	476.285	0.00815745107553392
461	477.945	0.00832783595832917
461	479.605	0.00884099740108158
461	481.265	0.00937736233227455
461	482.926	0.00994730831061871
461	484.587	0.00917635626508276
461	486.249	0.0101715049938747
461	487.911	0.0116858182109952
461	489.573	0.0116020191363509
461	491.236	0.0118147475765391
461	492.899	0.0125881240746135
461	494.562	0.0134938769159467
461	496.226	0.0142322526447501
461	497.89	0.0129642702251365
461	499.554	0.0139296074915895
461	501.219	0.0155604314473072
461	502.884	0.0151893906134423
461	504.549	0.0155420846338847
461	506.215	0.0163078918582189
461	507.881	0.0158222658755591
461	509.548	0.0175228886109812
461	511.214	0.0165038535365427
461	512.881	0.0183286047521895
461	514.549	0.0167021444512824
461	516.217	0.0185487737806014
461	517.885	0.0184856349976819
461	519.553	0.0190367364996323
461	521.222	0.018683923390448
461	522.891	0.0182767447099886
461	524.56	0.0194857574684404
461	526.23	0.0184336698508849
461	527.9	0.0190496926500143
461	529.57	0.0186263211948726
461	531.24	0.0184931420608784
461	532.911	0.0182136720448495
461	534.582	0.0191656626050467
461	536.254	0.0185003583625803
461	537.925	0.0183180478529421
461	539.597	0.0176130265440909
461	541.27	0.0189985504670147
461	542.942	0.0189840148199973
461	544.615	0.0185734156463141
461	546.288	0.0188338145798266
461	547.961	0.0184772286534111
461	549.635	0.0180580246409843
461	551.309	0.0182629466881086
461	552.983	0.0175132460925731
461	554.658	0.0171271264474616
461	556.332	0.016876785426538
461	558.007	0.0158494111910833
461	559.683	0.0158530482990059
461	561.358	0.0165703894861646
461	563.034	0.0157525314737671
461	564.71	0.0153379894995708
461	566.386	0.0159036558943915
461	568.063	0.0141146602309135
461	569.739	0.0146951343394452
461	571.416	0.0143498991098373
461	573.093	0.0148729707723326
461	574.771	0.0140635789035857
461	576.448	0.0139241527166574
461	578.126	0.0123513143388973
461	579.804	0.013921647996611
461	581.483	0.013047277185496
461	583.161	0.0128284271814908
461	584.84	0.0122509521434098
461	586.519	0.011136457532542
461	588.198	0.0121401121633352
461	589.878	0.0117490667381002
461	591.557	0.0100691064761537
461	593.237	0.0103023800086534
461	594.917	0.00990859030251709
461	596.597	0.0103841958656329
461	598.277	0.00866644884606736
461	599.958	0.00923031614157449
461	601.639	0.00990589004939048
461	603.32	0.00901484204912365
461	605.001	0.00930973298418726
461	606.682	0.0103472900929374
461	608.364	0.00824879118125739
461	610.045	0.00861759704852764
461	611.727	0.00885865365215234
461	613.409	0.00820196177495808
461	615.091	0.00852936995873497
461	616.774	0.00684805028266492
461	618.456	0.00703152114943465
461	620.139	0.00850662033757515
460	212.423	0
460	213.993	0
460	215.563	0
460	217.134	0
460	218.706	0
460	220.279	0
460	221.852	0
460	223.426	0
460	225	0
460	226.576	0
460	228.152	0
460	229.728	0
460	231.305	0
460	232.883	0
460	234.462	0
460	236.042	0
460	237.622	0
460	239.202	0
460	240.784	0
460	242.366	0
460	243.948	0
460	245.532	0
460	247.116	0
460	248.701	0
460	250.286	0
460	251.872	0
460	253.459	0
460	255.046	0
460	256.634	0
460	258.223	0
460	259.812	0
460	261.402	0
460	262.993	0
460	264.584	0
460	266.176	0
460	267.769	0
460	269.362	0
460	270.956	0
460	272.551	0
460	274.146	0
460	275.742	0
460	277.338	0
460	278.935	0
460	280.533	0
460	282.131	0
460	283.73	0
460	285.33	0
460	286.93	0
460	288.531	0
460	290.132	0
460	291.735	0
460	293.337	0
460	294.941	0
460	296.545	0
460	298.149	0
460	299.754	0
460	301.36	0
460	302.966	0
460	304.573	0
460	306.181	0
460	307.789	0
460	309.398	0
460	311.007	0
460	312.617	0
460	314.228	0
460	315.839	0
460	317.451	0
460	319.063	0
460	320.676	0
460	322.29	0
460	323.904	0
460	325.519	0
460	327.134	0
460	328.75	0
460	330.366	0
460	331.983	0
460	333.601	0
460	335.219	0
460	336.838	0
460	338.457	0
460	340.077	0
460	341.697	0
460	343.318	0
460	344.94	0
460	346.562	0
460	348.185	0
460	349.808	0
460	351.432	0
460	353.056	0
460	354.681	0
460	356.306	0
460	357.932	0
460	359.558	0
460	361.185	0
460	362.813	0
460	364.441	0
460	366.07	0
460	367.699	0
460	369.328	0
460	370.959	0
460	372.589	0
460	374.221	0
460	375.852	0
460	377.485	0
460	379.117	0
460	380.751	0
460	382.384	0
460	384.019	0
460	385.654	0
460	387.289	0
460	388.925	0
460	390.561	0
460	392.198	0
460	393.835	0
460	395.473	0
460	397.111	0
460	398.75	0
460	400.39	0
460	402.029	0
460	403.67	0
460	405.31	0
460	406.951	0
460	408.593	0
460	410.235	0
460	411.878	0
460	413.521	0
460	415.165	0
460	416.809	0
460	418.453	0
460	420.098	0
460	421.744	0
460	423.39	0
460	425.036	0
460	426.683	0
460	428.33	0
460	429.978	0
460	431.626	0
460	433.274	0
460	434.923	0
460	436.573	0
460	438.223	0
460	439.873	0
460	441.524	0
460	443.175	0
460	444.827	0
460	446.479	0
460	448.131	0
460	449.784	0
460	451.437	0
460	453.091	0
460	454.745	0
460	456.4	0
460	458.055	0
460	459.71	0
460	461.366	0
460	463.022	0
460	464.678	0
460	466.335	0
460	467.993	0
460	469.651	0
460	471.309	0
460	472.967	0.00828378238217614
460	474.626	0.00859483161756672
460	476.285	0.00878274452792073
460	477.945	0.00851603309181493
460	479.605	0.00901710865444173
460	481.265	0.00971860088770288
460	482.926	0.0101662807586506
460	484.587	0.00969084680085759
460	486.249	0.0112481268182953
460	487.911	0.0114285067841496
460	489.573	0.0120919529520113
460	491.236	0.0119869009105454
460	492.899	0.0127760964952148
460	494.562	0.0135034917478161
460	496.226	0.0139469271758041
460	497.89	0.0133544412350484
460	499.554	0.0150927498526982
460	501.219	0.0157302112178559
460	502.884	0.0160137123972828
460	504.549	0.0159864922656763
460	506.215	0.0162915914464173
460	507.881	0.0166236895229154
460	509.548	0.0174747508198532
460	511.214	0.0164961372927986
460	512.881	0.0177964278620276
460	514.549	0.0178218115361072
460	516.217	0.0192471561788252
460	517.885	0.0186054853970351
460	519.553	0.0185117681381949
460	521.222	0.0184269343663584
460	522.891	0.0198818203928872
460	524.56	0.019414299607121
460	526.23	0.0187432711983752
460	527.9	0.0190597356133101
460	529.57	0.0195169853756937
460	531.24	0.0191462974943691
460	532.911	0.0184093225431023
460	534.582	0.0187097540387078
460	536.254	0.0183625122004086
460	537.925	0.0190380849458323
460	539.597	0.0186976976039001
460	541.27	0.0183677003120579
460	542.942	0.0193327004119078
460	544.615	0.0192345179014509
460	546.288	0.0184630812295874
460	547.961	0.0186466501497532
460	549.635	0.0188897592839931
460	551.309	0.0175001847238274
460	552.983	0.0175717024213352
460	554.658	0.0177494942127398
460	556.332	0.0173029127091282
460	558.007	0.016022984042951
460	559.683	0.0166387687670563
460	561.358	0.0166653769508118
460	563.034	0.0157071685309743
460	564.71	0.0160959618282639
460	566.386	0.0152357715148829
460	568.063	0.0155426580333836
460	569.739	0.0153874408085105
460	571.416	0.0146102429333231
460	573.093	0.0147911915655862
460	574.771	0.0144409372586277
460	576.448	0.0137842804908875
460	578.126	0.0131578162117001
460	579.804	0.0134698299650539
460	581.483	0.0130354599482348
460	583.161	0.0134963755514218
460	584.84	0.0115973575621588
460	586.519	0.0117738893056377
460	588.198	0.0121833970603171
460	589.878	0.0120551216487156
460	591.557	0.0102258813082841
460	593.237	0.0112164991442417
460	594.917	0.0104847031207297
460	596.597	0.0102341173274179
460	598.277	0.00953161760582166
460	599.958	0.00928533128539985
460	601.639	0.0088259503072972
460	603.32	0.00939237359186752
460	605.001	0.00998399568647066
460	606.682	0.00943780530722213
460	608.364	0.00922583425265925
460	610.045	0.00911597495104136
460	611.727	0.00856287847021791
460	613.409	0.00787178445972399
460	615.091	0.00868738776318709
460	616.774	0.00674197437444647
460	618.456	0.00695805885433115
460	620.139	0.00800303753011327
459	212.423	0
459	213.993	0
459	215.563	0
459	217.134	0
459	218.706	0
459	220.279	0
459	221.852	0
459	223.426	0
459	225	0
459	226.576	0
459	228.152	0
459	229.728	0
459	231.305	0
459	232.883	0
459	234.462	0
459	236.042	0
459	237.622	0
459	239.202	0
459	240.784	0
459	242.366	0
459	243.948	0
459	245.532	0
459	247.116	0
459	248.701	0
459	250.286	0
459	251.872	0
459	253.459	0
459	255.046	0
459	256.634	0
459	258.223	0
459	259.812	0
459	261.402	0
459	262.993	0
459	264.584	0
459	266.176	0
459	267.769	0
459	269.362	0
459	270.956	0
459	272.551	0
459	274.146	0
459	275.742	0
459	277.338	0
459	278.935	0
459	280.533	0
459	282.131	0
459	283.73	0
459	285.33	0
459	286.93	0
459	288.531	0
459	290.132	0
459	291.735	0
459	293.337	0
459	294.941	0
459	296.545	0
459	298.149	0
459	299.754	0
459	301.36	0
459	302.966	0
459	304.573	0
459	306.181	0
459	307.789	0
459	309.398	0
459	311.007	0
459	312.617	0
459	314.228	0
459	315.839	0
459	317.451	0
459	319.063	0
459	320.676	0
459	322.29	0
459	323.904	0
459	325.519	0
459	327.134	0
459	328.75	0
459	330.366	0
459	331.983	0
459	333.601	0
459	335.219	0
459	336.838	0
459	338.457	0
459	340.077	0
459	341.697	0
459	343.318	0
459	344.94	0
459	346.562	0
459	348.185	0
459	349.808	0
459	351.432	0
459	353.056	0
459	354.681	0
459	356.306	0
459	357.932	0
459	359.558	0
459	361.185	0
459	362.813	0
459	364.441	0
459	366.07	0
459	367.699	0
459	369.328	0
459	370.959	0
459	372.589	0
459	374.221	0
459	375.852	0
459	377.485	0
459	379.117	0
459	380.751	0
459	382.384	0
459	384.019	0
459	385.654	0
459	387.289	0
459	388.925	0
459	390.561	0
459	392.198	0
459	393.835	0
459	395.473	0
459	397.111	0
459	398.75	0
459	400.39	0
459	402.029	0
459	403.67	0
459	405.31	0
459	406.951	0
459	408.593	0
459	410.235	0
459	411.878	0
459	413.521	0
459	415.165	0
459	416.809	0
459	418.453	0
459	420.098	0
459	421.744	0
459	423.39	0
459	425.036	0
459	426.683	0
459	428.33	0
459	429.978	0
459	431.626	0
459	433.274	0
459	434.923	0
459	436.573	0
459	438.223	0
459	439.873	0
459	441.524	0
459	443.175	0
459	444.827	0
459	446.479	0
459	448.131	0
459	449.784	0
459	451.437	0
459	453.091	0
459	454.745	0
459	456.4	0
459	458.055	0
459	459.71	0
459	461.366	0
459	463.022	0
459	464.678	0
459	466.335	0
459	467.993	0
459	469.651	0
459	471.309	0.00761760714291351
459	472.967	0.00849735005274367
459	474.626	0.00819680922395935
459	476.285	0.00936774790362553
459	477.945	0.0090834032981152
459	479.605	0.00953699397779506
459	481.265	0.0101630907333385
459	482.926	0.0108404104324297
459	484.587	0.0109951475005396
459	486.249	0.0113134112646022
459	487.911	0.0120875938837305
459	489.573	0.013183021900059
459	491.236	0.0127545731721662
459	492.899	0.0140908391773572
459	494.562	0.0146105720928798
459	496.226	0.0142562443047032
459	497.89	0.015293640284171
459	499.554	0.0151481643622289
459	501.219	0.0162626179432219
459	502.884	0.0170383710438767
459	504.549	0.0167905808787647
459	506.215	0.0166939188558008
459	507.881	0.0169010900666251
459	509.548	0.0180310776503879
459	511.214	0.0168409576655449
459	512.881	0.0183435021492845
459	514.549	0.0186563492884482
459	516.217	0.0201510940065927
459	517.885	0.0197215578662393
459	519.553	0.0193158391901962
459	521.222	0.0196820532777317
459	522.891	0.0197785067919697
459	524.56	0.0204101373386056
459	526.23	0.0187782384907212
459	527.9	0.0192837995395756
459	529.57	0.0199778653235555
459	531.24	0.0196076239862345
459	532.911	0.0180665536559655
459	534.582	0.0193372051130412
459	536.254	0.0197568251207179
459	537.925	0.0190650755979567
459	539.597	0.0188636534868463
459	541.27	0.0192291791214996
459	542.942	0.0204279205528757
459	544.615	0.0192005342908408
459	546.288	0.0190790937352666
459	547.961	0.0188719231444182
459	549.635	0.0185333661609856
459	551.309	0.0181472777723371
459	552.983	0.0174326298577136
459	554.658	0.0175272412431277
459	556.332	0.0171424105061952
459	558.007	0.0166051939022446
459	559.683	0.016348489899192
459	561.358	0.0169622019031968
459	563.034	0.0162109106793518
459	564.71	0.016274726503467202
459	566.386	0.0156023159562992
459	568.063	0.0162764226655473
459	569.739	0.0159838199819706
459	571.416	0.0152732300595661
459	573.093	0.0147871708255646
459	574.771	0.0147751802221754
459	576.448	0.0147106925288497
459	578.126	0.0126229698892715
459	579.804	0.0135958081500784
459	581.483	0.0129287554849476
459	583.161	0.0128524944421161
459	584.84	0.0120979053772936
459	586.519	0.0122424741520876
459	588.198	0.0119091818452302
459	589.878	0.012261933119323
459	591.557	0.0107526996519076
459	593.237	0.0108841298930882
459	594.917	0.00974932706247687
459	596.597	0.0103481369152529
459	598.277	0.00990998333371408
459	599.958	0.0100309655333979
459	601.639	0.00952141477426117
459	603.32	0.00916824092394374
459	605.001	0.00934134062341187
459	606.682	0.0099419468400688
459	608.364	0.00903039913140346
459	610.045	0.00861134051390963
459	611.727	0.00840139269797266
459	613.409	0.00844360870078186
459	615.091	0.00903574053172
459	616.774	0.00801480271071729
459	618.456	0.00645704732987345
459	620.139	0.00732138721028123
458	212.423	0
458	213.993	0
458	215.563	0
458	217.134	0
458	218.706	0
458	220.279	0
458	221.852	0
458	223.426	0
458	225	0
458	226.576	0
458	228.152	0
458	229.728	0
458	231.305	0
458	232.883	0
458	234.462	0
458	236.042	0
458	237.622	0
458	239.202	0
458	240.784	0
458	242.366	0
458	243.948	0
458	245.532	0
458	247.116	0
458	248.701	0
458	250.286	0
458	251.872	0
458	253.459	0
458	255.046	0
458	256.634	0
458	258.223	0
458	259.812	0
458	261.402	0
458	262.993	0
458	264.584	0
458	266.176	0
458	267.769	0
458	269.362	0
458	270.956	0
458	272.551	0
458	274.146	0
458	275.742	0
458	277.338	0
458	278.935	0
458	280.533	0
458	282.131	0
458	283.73	0
458	285.33	0
458	286.93	0
458	288.531	0
458	290.132	0
458	291.735	0
458	293.337	0
458	294.941	0
458	296.545	0
458	298.149	0
458	299.754	0
458	301.36	0
458	302.966	0
458	304.573	0
458	306.181	0
458	307.789	0
458	309.398	0
458	311.007	0
458	312.617	0
458	314.228	0
458	315.839	0
458	317.451	0
458	319.063	0
458	320.676	0
458	322.29	0
458	323.904	0
458	325.519	0
458	327.134	0
458	328.75	0
458	330.366	0
458	331.983	0
458	333.601	0
458	335.219	0
458	336.838	0
458	338.457	0
458	340.077	0
458	341.697	0
458	343.318	0
458	344.94	0
458	346.562	0
458	348.185	0
458	349.808	0
458	351.432	0
458	353.056	0
458	354.681	0
458	356.306	0
458	357.932	0
458	359.558	0
458	361.185	0
458	362.813	0
458	364.441	0
458	366.07	0
458	367.699	0
458	369.328	0
458	370.959	0
458	372.589	0
458	374.221	0
458	375.852	0
458	377.485	0
458	379.117	0
458	380.751	0
458	382.384	0
458	384.019	0
458	385.654	0
458	387.289	0
458	388.925	0
458	390.561	0
458	392.198	0
458	393.835	0
458	395.473	0
458	397.111	0
458	398.75	0
458	400.39	0
458	402.029	0
458	403.67	0
458	405.31	0
458	406.951	0
458	408.593	0
458	410.235	0
458	411.878	0
458	413.521	0
458	415.165	0
458	416.809	0
458	418.453	0
458	420.098	0
458	421.744	0
458	423.39	0
458	425.036	0
458	426.683	0
458	428.33	0
458	429.978	0
458	431.626	0
458	433.274	0
458	434.923	0
458	436.573	0
458	438.223	0
458	439.873	0
458	441.524	0
458	443.175	0
458	444.827	0
458	446.479	0
458	448.131	0
458	449.784	0
458	451.437	0
458	453.091	0
458	454.745	0
458	456.4	0
458	458.055	0
458	459.71	0
458	461.366	0
458	463.022	0
458	464.678	0
458	466.335	0
458	467.993	0
458	469.651	0
458	471.309	0.0075209216139922
458	472.967	0.0078776352397571
458	474.626	0.00940488705277036
458	476.285	0.00997868643107568
458	477.945	0.00960217672845192
458	479.605	0.00949257844861397
458	481.265	0.0107514256296585
458	482.926	0.0109307506457839
458	484.587	0.0110399491435688
458	486.249	0.0114530961130951
458	487.911	0.0129118593944103
458	489.573	0.0134989902591936
458	491.236	0.0132314707650319
458	492.899	0.0138880328219977
458	494.562	0.014796774896246
458	496.226	0.0147711280239175
458	497.89	0.0149081869990296
458	499.554	0.0162339802288837
458	501.219	0.0170102308018405
458	502.884	0.0172399912738542
458	504.549	0.0178263647491913
458	506.215	0.017965880626876
458	507.881	0.0169111501640619
458	509.548	0.0192048335953476
458	511.214	0.0176664649439441
458	512.881	0.019525766872228
458	514.549	0.0180685691991758
458	516.217	0.0197765698564724
458	517.885	0.0186127181306909
458	519.553	0.0192369016201298
458	521.222	0.0213676888041534
458	522.891	0.0204304093138561
458	524.56	0.02129045897596
458	526.23	0.0197318722814686
458	527.9	0.020627639236692
458	529.57	0.0207439465570397
458	531.24	0.0194180524061512
458	532.911	0.0193962610875467
458	534.582	0.0197577190336984
458	536.254	0.0193875856559834
458	537.925	0.0198279179575836
458	539.597	0.0192261352044778
458	541.27	0.0196143806441539
458	542.942	0.020342072023719
458	544.615	0.0192051416930332
458	546.288	0.019616751867914
458	547.961	0.018120981613659
458	549.635	0.018776191086706098
458	551.309	0.0193016744247462
458	552.983	0.017895479884431
458	554.658	0.0178877091769404
458	556.332	0.0173449966125719
458	558.007	0.0164245430308328
458	559.683	0.0169731321640929
458	561.358	0.0168547831071198
458	563.034	0.0168664750076757
458	564.71	0.0166815523621803
458	566.386	0.0160901458056935
458	568.063	0.0155700212209196
458	569.739	0.0160977801060034
458	571.416	0.0156002109960055
458	573.093	0.0160231104561593
458	574.771	0.015092953894893
458	576.448	0.015027294814663
458	578.126	0.0133541499300242
458	579.804	0.0138415694129123
458	581.483	0.0138269444004601
458	583.161	0.013500582725438
458	584.84	0.0126716989395763
458	586.519	0.0128565315688296
458	588.198	0.0127236877454157
458	589.878	0.0114702943913538
458	591.557	0.0104266640153732
458	593.237	0.0113812199607838
458	594.917	0.0107287403174954
458	596.597	0.0110751571199218
458	598.277	0.0101111731085455
458	599.958	0.00992687804701294
458	601.639	0.00982534497437906
458	603.32	0.0102158741200548
458	605.001	0.00960932051078346
458	606.682	0.010302157057223
458	608.364	0.00895891224865533
458	610.045	0.00911562004222059
458	611.727	0.0087082597079899
458	613.409	0.00748886086260639
458	615.091	0.00849483352708221
458	616.774	0.0075427207262098
458	618.456	0.00727503430056247
458	620.139	0.0089977859269239
457	212.423	0
457	213.993	0
457	215.563	0
457	217.134	0
457	218.706	0
457	220.279	0
457	221.852	0
457	223.426	0
457	225	0
457	226.576	0
457	228.152	0
457	229.728	0
457	231.305	0
457	232.883	0
457	234.462	0
457	236.042	0
457	237.622	0
457	239.202	0
457	240.784	0
457	242.366	0
457	243.948	0
457	245.532	0
457	247.116	0
457	248.701	0
457	250.286	0
457	251.872	0
457	253.459	0
457	255.046	0
457	256.634	0
457	258.223	0
457	259.812	0
457	261.402	0
457	262.993	0
457	264.584	0
457	266.176	0
457	267.769	0
457	269.362	0
457	270.956	0
457	272.551	0
457	274.146	0
457	275.742	0
457	277.338	0
457	278.935	0
457	280.533	0
457	282.131	0
457	283.73	0
457	285.33	0
457	286.93	0
457	288.531	0
457	290.132	0
457	291.735	0
457	293.337	0
457	294.941	0
457	296.545	0
457	298.149	0
457	299.754	0
457	301.36	0
457	302.966	0
457	304.573	0
457	306.181	0
457	307.789	0
457	309.398	0
457	311.007	0
457	312.617	0
457	314.228	0
457	315.839	0
457	317.451	0
457	319.063	0
457	320.676	0
457	322.29	0
457	323.904	0
457	325.519	0
457	327.134	0
457	328.75	0
457	330.366	0
457	331.983	0
457	333.601	0
457	335.219	0
457	336.838	0
457	338.457	0
457	340.077	0
457	341.697	0
457	343.318	0
457	344.94	0
457	346.562	0
457	348.185	0
457	349.808	0
457	351.432	0
457	353.056	0
457	354.681	0
457	356.306	0
457	357.932	0
457	359.558	0
457	361.185	0
457	362.813	0
457	364.441	0
457	366.07	0
457	367.699	0
457	369.328	0
457	370.959	0
457	372.589	0
457	374.221	0
457	375.852	0
457	377.485	0
457	379.117	0
457	380.751	0
457	382.384	0
457	384.019	0
457	385.654	0
457	387.289	0
457	388.925	0
457	390.561	0
457	392.198	0
457	393.835	0
457	395.473	0
457	397.111	0
457	398.75	0
457	400.39	0
457	402.029	0
457	403.67	0
457	405.31	0
457	406.951	0
457	408.593	0
457	410.235	0
457	411.878	0
457	413.521	0
457	415.165	0
457	416.809	0
457	418.453	0
457	420.098	0
457	421.744	0
457	423.39	0
457	425.036	0
457	426.683	0
457	428.33	0
457	429.978	0
457	431.626	0
457	433.274	0
457	434.923	0
457	436.573	0
457	438.223	0
457	439.873	0
457	441.524	0
457	443.175	0
457	444.827	0
457	446.479	0
457	448.131	0
457	449.784	0
457	451.437	0
457	453.091	0
457	454.745	0
457	456.4	0
457	458.055	0
457	459.71	0
457	461.366	0
457	463.022	0
457	464.678	0
457	466.335	0
457	467.993	0
457	469.651	0.00889604369703814
457	471.309	0.00747075742091262
457	472.967	0.00904080923471701
457	474.626	0.0098504363217801
457	476.285	0.0098514599239437
457	477.945	0.0099926182001023
457	479.605	0.0104235469356864
457	481.265	0.0108936197019348
457	482.926	0.0118817826165149
457	484.587	0.0116449340616048
457	486.249	0.0120741028791018
457	487.911	0.0134001634649219
457	489.573	0.0138084797913096
457	491.236	0.0141363151402667
457	492.899	0.0146567213655366
457	494.562	0.0150651695609682
457	496.226	0.0146027060388191
457	497.89	0.0151960604535894
457	499.554	0.0161333973528452
457	501.219	0.0175957339000568
457	502.884	0.0171291499358978
457	504.549	0.0172338062530341
457	506.215	0.0174845043002687
457	507.881	0.0180362792914157
457	509.548	0.0189385272560553
457	511.214	0.0181490143843869
457	512.881	0.0195867877743624
457	514.549	0.0198261744454805
457	516.217	0.0208341431498024
457	517.885	0.020220916027876
457	519.553	0.0205774860500334
457	521.222	0.0204083295109848
457	522.891	0.0194972498245094
457	524.56	0.0209528235445239
457	526.23	0.0198054628592393
457	527.9	0.0198441362540677
457	529.57	0.0206896843867089
457	531.24	0.0203586497762725
457	532.911	0.0196217842895117
457	534.582	0.0207449201549927
457	536.254	0.0198117041105912
457	537.925	0.0202427067001319
457	539.597	0.0188643778672179
457	541.27	0.0194295050390435
457	542.942	0.02017401551077
457	544.615	0.0196372521037961
457	546.288	0.0193814065901894
457	547.961	0.0184800922025712
457	549.635	0.019248771793341
457	551.309	0.0188833098253308
457	552.983	0.0183431743018331
457	554.658	0.0179758265630835
457	556.332	0.0186674936902416
457	558.007	0.0164257405613112
457	559.683	0.0173687998886873
457	561.358	0.0179841433135526
457	563.034	0.0167760840772344
457	564.71	0.0163748269700367
457	566.386	0.0168211973969282
457	568.063	0.0157063779696339
457	569.739	0.01605351572507
457	571.416	0.0160157738304008
457	573.093	0.0146160719815311
457	574.771	0.0155449723204359
457	576.448	0.0152040531806541
457	578.126	0.0133319678332259
457	579.804	0.014203129698492
457	581.483	0.0132375791760815
457	583.161	0.0132291266355318
457	584.84	0.0131486543116824
457	586.519	0.0125805597086223
457	588.198	0.0123462388353795
457	589.878	0.0116114570419181
457	591.557	0.0113319451115069
457	593.237	0.0105804939187886
457	594.917	0.0102182610636717
457	596.597	0.0109363745875366
457	598.277	0.0102498226315684
457	599.958	0.0108356634725752
457	601.639	0.00969088990289898
457	603.32	0.0100670988077948
457	605.001	0.0100973066791374
457	606.682	0.0099107402466353
457	608.364	0.00835214459562884
457	610.045	0.00973247709579442
457	611.727	0.00911265621563062
457	613.409	0.00936232473578974
457	615.091	0.00841866444532853
457	616.774	0.007065181224094
457	618.456	0.00772853591818268
457	620.139	0.00886759558001776
456	212.423	0
456	213.993	0
456	215.563	0
456	217.134	0
456	218.706	0
456	220.279	0
456	221.852	0
456	223.426	0
456	225	0
456	226.576	0
456	228.152	0
456	229.728	0
456	231.305	0
456	232.883	0
456	234.462	0
456	236.042	0
456	237.622	0
456	239.202	0
456	240.784	0
456	242.366	0
456	243.948	0
456	245.532	0
456	247.116	0
456	248.701	0
456	250.286	0
456	251.872	0
456	253.459	0
456	255.046	0
456	256.634	0
456	258.223	0
456	259.812	0
456	261.402	0
456	262.993	0
456	264.584	0
456	266.176	0
456	267.769	0
456	269.362	0
456	270.956	0
456	272.551	0
456	274.146	0
456	275.742	0
456	277.338	0
456	278.935	0
456	280.533	0
456	282.131	0
456	283.73	0
456	285.33	0
456	286.93	0
456	288.531	0
456	290.132	0
456	291.735	0
