ex	em	z
358	472.967	0.12124832362938
358	474.626	0.120028253174519
358	476.285	0.117477404161078
358	477.945	0.115078265991511
358	479.605	0.11418470990135
358	481.265	0.112462609807136
358	482.926	0.111838502135548
358	484.587	0.108959492140055
358	486.249	0.107621136386184
358	487.911	0.108250556633429
358	489.573	0.105273186338889
358	491.236	0.104306784072228
358	492.899	0.103030019332104
358	494.562	0.0996865550021006
358	496.226	0.0990916437818559
358	497.89	0.0979066062334005
358	499.554	0.0960471508973242
358	501.219	0.09504052695031
358	502.884	0.0917508130992755
358	504.549	0.0933057468203548
358	506.215	0.089364657166671
358	507.881	0.0859930819493161
358	509.548	0.0833830478584874
358	511.214	0.0824464676096652
358	512.881	0.0805831545634303
358	514.549	0.0782141657749859
358	516.217	0.0781657157137726
358	517.885	0.0759472331541579
358	519.553	0.0746504073917354
358	521.222	0.0744778875628595
358	522.891	0.0717135743157885
358	524.56	0.0705958097366843
358	526.23	0.0678536691860657
358	527.9	0.0655977813810293
358	529.57	0.0654327899825086
358	531.24	0.0623623978876898
358	532.911	0.0604685668627446
358	534.582	0.0602893693675461
358	536.254	0.0571626511785211
358	537.925	0.0579045281544804
358	539.597	0.0560596524801561
358	541.27	0.0540268923623912
358	542.942	0.0549504789501222
358	544.615	0.0543759871453696
358	546.288	0.0525056035472188
358	547.961	0.0508173572565643
358	549.635	0.0500033536036324
358	551.309	0.0495434431357926
358	552.983	0.0472795302528854
358	554.658	0.0456655521777948
358	556.332	0.0442568516533107
358	558.007	0.0416443732589961
358	559.683	0.0421653492899693
358	561.358	0.040933014964326
358	563.034	0.0381707202166598
358	564.71	0.0376352288768793
358	566.386	0.0362867210523463
358	568.063	0.0354041001434916
358	569.739	0.0356252506031903
358	571.416	0.0342426422327331
358	573.093	0.0342009476468344
358	574.771	0.0330774841272416
358	576.448	0.0335888163992261
358	578.126	0.0302593843890612
358	579.804	0.0299168658668204
358	581.483	0.0280813515642454
358	583.161	0.0278524317034732
358	584.84	0.0271967276035587
358	586.519	0.0257842215370648
358	588.198	0.0266128923488511
358	589.878	0.0230390147587746
358	591.557	0.0231646729237086
358	593.237	0.0243375376255308
358	594.917	0.0209528261141873
358	596.597	0.0232956180968409
358	598.277	0.0206272383168975
358	599.958	0.0205383483687483
358	601.639	0.0199264468654645
358	603.32	0.0189150658740525
358	605.001	0.0195836871329307
358	606.682	0.0197490627733161
358	608.364	0.0170536446002741
358	610.045	0.0168597990851596
358	611.727	0.017143894796557
358	613.409	0.0171792376552394
358	615.091	0.0182933164985472
358	616.774	0.0151869145365119
358	618.456	0.0155826882638257
358	620.139	0.0178266205933682
357	212.423	0
357	213.993	0
357	215.563	0
357	217.134	0
357	218.706	0
357	220.279	0
357	221.852	0
357	223.426	0
357	225	0
357	226.576	0
357	228.152	0
357	229.728	0
357	231.305	0
357	232.883	0
357	234.462	0
357	236.042	0
357	237.622	0
357	239.202	0
357	240.784	0
357	242.366	0
357	243.948	0
357	245.532	0
357	247.116	0
357	248.701	0
357	250.286	0
357	251.872	0
357	253.459	0
357	255.046	0
357	256.634	0
357	258.223	0
357	259.812	0
357	261.402	0
357	262.993	0
357	264.584	0
357	266.176	0
357	267.769	0
357	269.362	0
357	270.956	0
357	272.551	0
357	274.146	0
357	275.742	0
357	277.338	0
357	278.935	0
357	280.533	0
357	282.131	0
357	283.73	0
357	285.33	0
357	286.93	0
357	288.531	0
357	290.132	0
357	291.735	0
357	293.337	0
357	294.941	0
357	296.545	0
357	298.149	0
357	299.754	0
357	301.36	0
357	302.966	0
357	304.573	0
357	306.181	0
357	307.789	0
357	309.398	0
357	311.007	0
357	312.617	0
357	314.228	0
357	315.839	0
357	317.451	0
357	319.063	0
357	320.676	0
357	322.29	0
357	323.904	0
357	325.519	0
357	327.134	0
357	328.75	0
357	330.366	0
357	331.983	0
357	333.601	0
357	335.219	0
357	336.838	0
357	338.457	0
357	340.077	0
357	341.697	0
357	343.318	0
357	344.94	0
357	346.562	0
357	348.185	0
357	349.808	0
357	351.432	0
357	353.056	0
357	354.681	0
357	356.306	0
357	357.932	0
357	359.558	0
357	361.185	0
357	362.813	0
357	364.441	0
357	366.07	0
357	367.699	0
357	369.328	0.0191643252960776
357	370.959	0.0197543879364
357	372.589	0.0189132972820295
357	374.221	0.0229358867750916
357	375.852	0.023266591195428
357	377.485	0.0241926002888961
357	379.117	0.025464987381214
357	380.751	0.0277508491548798
357	382.384	0.0310614414428903
357	384.019	0.0348021455805613
357	385.654	0.0376908232711631
357	387.289	0.0387042759116161
357	388.925	0.0418931952958118
357	390.561	0.0447311944874601
357	392.198	0.0497819592849012
357	393.835	0.0521940550027652
357	395.473	0.0572288950260061
357	397.111	0.0594383417872289
357	398.75	0.063884414746044
357	400.39	0.064786528927845
357	402.029	0.0687224277176207
357	403.67	0.0684215022940371
357	405.31	0.0721780273989022
357	406.951	0.0734817503616882
357	408.593	0.0728664959476438
357	410.235	0.0776729571877866
357	411.878	0.0826320315222669
357	413.521	0.0890819003076637
357	415.165	0.0934190593817743
357	416.809	0.0959050067259766
357	418.453	0.0994997757662023
357	420.098	0.103628738705784
357	421.744	0.105081551326674
357	423.39	0.107537308099096
357	425.036	0.108272280975248
357	426.683	0.11038290913622
357	428.33	0.112032516748607
357	429.978	0.115214278592698
357	431.626	0.116311906926858
357	433.274	0.116075609717951
357	434.923	0.121504325731077
357	436.573	0.120320705698399
357	438.223	0.124323924457179
357	439.873	0.124848011223076
357	441.524	0.127395225531194
357	443.175	0.126981046288512
357	444.827	0.129038384578877
357	446.479	0.129028558892489
357	448.131	0.128395643628652
357	449.784	0.128325348327474
357	451.437	0.129196457844929
357	453.091	0.128980076764629
357	454.745	0.129072405862423
357	456.4	0.129877257230928
357	458.055	0.129488016616505
357	459.71	0.125889340805575
357	461.366	0.12650397596083
357	463.022	0.128125605899359
357	464.678	0.126506581294581
357	466.335	0.124220481522767
357	467.993	0.124420521674678
357	469.651	0.123136154369293
357	471.309	0.121865627983811
357	472.967	0.119400847966319
357	474.626	0.119937173025725
357	476.285	0.11732054933874
357	477.945	0.114809805761254
357	479.605	0.115069270915669
357	481.265	0.113636837782664
357	482.926	0.113078283661531
357	484.587	0.108765590082479
357	486.249	0.108428787854489
357	487.911	0.107063625369551
357	489.573	0.104219864319972
357	491.236	0.103956749761831
357	492.899	0.102986129860214
357	494.562	0.101614198943067
357	496.226	0.099405499119909
357	497.89	0.0966684569564041
357	499.554	0.0954548642913654
357	501.219	0.0941377362809844
357	502.884	0.0935735513365468
357	504.549	0.08854378249713
357	506.215	0.0871232002138736
357	507.881	0.0854754378159694
357	509.548	0.0854497854853988
357	511.214	0.0817283943651312
357	512.881	0.0805206785294441
357	514.549	0.0786384763470279
357	516.217	0.0786364008266428
357	517.885	0.0774532451009463
357	519.553	0.0740849089825519
357	521.222	0.0738311940367588
357	522.891	0.0716269185147716
357	524.56	0.0716663918962299
357	526.23	0.0690288301349145
357	527.9	0.0670754927685255
357	529.57	0.0652914813489676
357	531.24	0.0624920006721258
357	532.911	0.0606419366261287
357	534.582	0.0597214465272073
357	536.254	0.0583502877656922
357	537.925	0.0577400706835948
357	539.597	0.054989831561644
357	541.27	0.0549087717940988
357	542.942	0.0533878070580343
357	544.615	0.0526820065699144
357	546.288	0.053317878286814
357	547.961	0.0503006526059806
357	549.635	0.0499453268525054
357	551.309	0.0487244048164546
357	552.983	0.0462455450703544
357	554.658	0.0451545289067894
357	556.332	0.0448749046941586
357	558.007	0.0422933850442405
357	559.683	0.041959530343357
357	561.358	0.0401049857753799
357	563.034	0.0384699444227693
357	564.71	0.0376342981176128
357	566.386	0.0371596762179562
357	568.063	0.0361223677096734
357	569.739	0.0364340851978693
357	571.416	0.0344958885459435
357	573.093	0.0331233426716462
357	574.771	0.0330214236641803
357	576.448	0.0319455187333245
357	578.126	0.0309945428748029
357	579.804	0.030463278619124
357	581.483	0.0275713014905828
357	583.161	0.0281493542759401
357	584.84	0.0261381246373141
357	586.519	0.026148368757096
357	588.198	0.0260525568446599
357	589.878	0.0251437828326824
357	591.557	0.022866173215908
357	593.237	0.0237406668747664
357	594.917	0.022077732792978
357	596.597	0.0227836243166116
357	598.277	0.0213749902661221
357	599.958	0.0208874700341512
357	601.639	0.0202804425136005
357	603.32	0.0207032784169858
357	605.001	0.0201996209048338
357	606.682	0.0203419808862587
357	608.364	0.017927588084747
357	610.045	0.0184698344397203
357	611.727	0.0175546706833121
357	613.409	0.0167938557316203
357	615.091	0.0170624397244594
357	616.774	0.0136559185693809
357	618.456	0.0140472933477717
357	620.139	0.0167203221772938
356	212.423	0
356	213.993	0
356	215.563	0
356	217.134	0
356	218.706	0
356	220.279	0
356	221.852	0
356	223.426	0
356	225	0
356	226.576	0
356	228.152	0
356	229.728	0
356	231.305	0
356	232.883	0
356	234.462	0
356	236.042	0
356	237.622	0
356	239.202	0
356	240.784	0
356	242.366	0
356	243.948	0
356	245.532	0
356	247.116	0
356	248.701	0
356	250.286	0
356	251.872	0
356	253.459	0
356	255.046	0
356	256.634	0
356	258.223	0
356	259.812	0
356	261.402	0
356	262.993	0
356	264.584	0
356	266.176	0
356	267.769	0
356	269.362	0
356	270.956	0
356	272.551	0
356	274.146	0
356	275.742	0
356	277.338	0
356	278.935	0
356	280.533	0
356	282.131	0
356	283.73	0
356	285.33	0
356	286.93	0
356	288.531	0
356	290.132	0
356	291.735	0
356	293.337	0
356	294.941	0
356	296.545	0
356	298.149	0
356	299.754	0
356	301.36	0
356	302.966	0
356	304.573	0
356	306.181	0
356	307.789	0
356	309.398	0
356	311.007	0
356	312.617	0
356	314.228	0
356	315.839	0
356	317.451	0
356	319.063	0
356	320.676	0
356	322.29	0
356	323.904	0
356	325.519	0
356	327.134	0
356	328.75	0
356	330.366	0
356	331.983	0
356	333.601	0
356	335.219	0
356	336.838	0
356	338.457	0
356	340.077	0
356	341.697	0
356	343.318	0
356	344.94	0
356	346.562	0
356	348.185	0
356	349.808	0
356	351.432	0
356	353.056	0
356	354.681	0
356	356.306	0
356	357.932	0
356	359.558	0
356	361.185	0
356	362.813	0
356	364.441	0
356	366.07	0
356	367.699	0
356	369.328	0.018943004720137
356	370.959	0.0189977823566144
356	372.589	0.0200436811430711
356	374.221	0.0215188413981815
356	375.852	0.0236929224849261
356	377.485	0.0238134312952368
356	379.117	0.0260870599893404
356	380.751	0.0298705464435333
356	382.384	0.0319531209584574
356	384.019	0.0358529278337607
356	385.654	0.0383770000381527
356	387.289	0.0396366134229884
356	388.925	0.0448115256804151
356	390.561	0.0472057885228646
356	392.198	0.0498975425360875
356	393.835	0.0573039512676942
356	395.473	0.0578013827598262
356	397.111	0.0617176633422392
356	398.75	0.0631469711625623
356	400.39	0.0671714501402312
356	402.029	0.068913987787828
356	403.67	0.0704789758734563
356	405.31	0.0712462654145196
356	406.951	0.0738028473705456
356	408.593	0.0789818647236496
356	410.235	0.0825534977748382
356	411.878	0.0872393563315567
356	413.521	0.0909270633135261
356	415.165	0.0957482254641389
356	416.809	0.0986839067304623
356	418.453	0.10009692110718
356	420.098	0.104197810693964
356	421.744	0.106021375421817
356	423.39	0.107372936330408
356	425.036	0.11094670399574
356	426.683	0.111708182494041
356	428.33	0.114354988610978
356	429.978	0.117310924991928
356	431.626	0.11820923463932
356	433.274	0.119356579720159
356	434.923	0.121504115822094
356	436.573	0.123016610728987
356	438.223	0.125009745451382
356	439.873	0.125802801896985
356	441.524	0.129053302225285
356	443.175	0.127706983158009
356	444.827	0.129333465729005
356	446.479	0.131701828466811
356	448.131	0.129762334565867
356	449.784	0.130135830899918
356	451.437	0.13031606660902
356	453.091	0.128966604538152
356	454.745	0.130224716300226
356	456.4	0.128447834801628
356	458.055	0.129737432304296
356	459.71	0.128339098340086
356	461.366	0.127273077502888
356	463.022	0.127887215727528
356	464.678	0.125710236885354
356	466.335	0.125022517938963
356	467.993	0.124871486037124
356	469.651	0.12468457352483
356	471.309	0.121389097568801
356	472.967	0.120482517504939
356	474.626	0.119192688977625
356	476.285	0.118052155967367
356	477.945	0.115508254526223
356	479.605	0.114919923806488
356	481.265	0.111892518698341
356	482.926	0.113311313168527
356	484.587	0.111021470807734
356	486.249	0.108525044977647
356	487.911	0.106094465449763
356	489.573	0.105706210213044
356	491.236	0.104833579337458
356	492.899	0.102649961425482
356	494.562	0.10112420492731
356	496.226	0.0987277533796628
356	497.89	0.0964583192968975
356	499.554	0.0958884360875893
356	501.219	0.0951447847098432
356	502.884	0.0906788772742801
356	504.549	0.0910360146302347
356	506.215	0.0873479447709909
356	507.881	0.0854280331853945
356	509.548	0.0841492433172648
356	511.214	0.0805628447375115
356	512.881	0.0810790045921976
356	514.549	0.0783840303712556
356	516.217	0.077276873912574
356	517.885	0.0782406697940867
356	519.553	0.0763325472461443
356	521.222	0.0740628450320838
356	522.891	0.0722111772201705
356	524.56	0.0705568820731227
356	526.23	0.0688587091373014
356	527.9	0.0677457791938137
356	529.57	0.0644226305899582
356	531.24	0.0621684352342543
356	532.911	0.0589800741267165
356	534.582	0.0592548139480144
356	536.254	0.0584944247254934
356	537.925	0.0575542517104486
356	539.597	0.0548169745725682
356	541.27	0.0539179788499222
356	542.942	0.0543293525322071
356	544.615	0.0533340289989181
356	546.288	0.0529072839071699
356	547.961	0.0503351838909551
356	549.635	0.0496313708732273
356	551.309	0.0492360274151626
356	552.983	0.0466653436960155
356	554.658	0.0464128291015367
356	556.332	0.0452722199059293
356	558.007	0.0417500055128072
356	559.683	0.0413976629178012
356	561.358	0.0406003839981986
356	563.034	0.0396613750055747
356	564.71	0.0390827163138983
356	566.386	0.0378432446907595
356	568.063	0.0358660663841475
356	569.739	0.0342192797011384
356	571.416	0.0348737297950952
356	573.093	0.0350066174287521
356	574.771	0.0346284940217394
356	576.448	0.0319358016670674
356	578.126	0.0296087562614151
356	579.804	0.0295401722099225
356	581.483	0.0287604322740434
356	583.161	0.0284012788177059
356	584.84	0.0266026166629302
356	586.519	0.025630787324431
356	588.198	0.0262493586024518
356	589.878	0.0243417770261702
356	591.557	0.0222572935319949
356	593.237	0.0234377909433414
356	594.917	0.0224819221362519
356	596.597	0.0236474419083678
356	598.277	0.0209671157795771
356	599.958	0.0201612466613665
356	601.639	0.0190176032793886
356	603.32	0.0212182404612836
356	605.001	0.0202236737804145
356	606.682	0.0186691049294308
356	608.364	0.0180460214102436
356	610.045	0.0174404755686953
356	611.727	0.018061485326109
356	613.409	0.0183565569469813
356	615.091	0.0183630994735327
356	616.774	0.0149204949126268
356	618.456	0.0145434740924725
356	620.139	0.0176909817217927
355	212.423	0
355	213.993	0
355	215.563	0
355	217.134	0
355	218.706	0
355	220.279	0
355	221.852	0
355	223.426	0
355	225	0
355	226.576	0
355	228.152	0
355	229.728	0
355	231.305	0
355	232.883	0
355	234.462	0
355	236.042	0
355	237.622	0
355	239.202	0
355	240.784	0
355	242.366	0
355	243.948	0
355	245.532	0
355	247.116	0
355	248.701	0
355	250.286	0
355	251.872	0
355	253.459	0
355	255.046	0
355	256.634	0
355	258.223	0
355	259.812	0
355	261.402	0
355	262.993	0
355	264.584	0
355	266.176	0
355	267.769	0
355	269.362	0
355	270.956	0
355	272.551	0
355	274.146	0
355	275.742	0
355	277.338	0
355	278.935	0
355	280.533	0
355	282.131	0
355	283.73	0
355	285.33	0
355	286.93	0
355	288.531	0
355	290.132	0
355	291.735	0
355	293.337	0
355	294.941	0
355	296.545	0
355	298.149	0
355	299.754	0
355	301.36	0
355	302.966	0
355	304.573	0
355	306.181	0
355	307.789	0
355	309.398	0
355	311.007	0
355	312.617	0
355	314.228	0
355	315.839	0
355	317.451	0
355	319.063	0
355	320.676	0
355	322.29	0
355	323.904	0
355	325.519	0
355	327.134	0
355	328.75	0
355	330.366	0
355	331.983	0
355	333.601	0
355	335.219	0
355	336.838	0
355	338.457	0
355	340.077	0
355	341.697	0
355	343.318	0
355	344.94	0
355	346.562	0
355	348.185	0
355	349.808	0
355	351.432	0
355	353.056	0
355	354.681	0
355	356.306	0
355	357.932	0
355	359.558	0
355	361.185	0
355	362.813	0
355	364.441	0
355	366.07	0
355	367.699	0.0191732552535843
355	369.328	0.0194136624895426
355	370.959	0.020890896544182
355	372.589	0.021512081613475
355	374.221	0.0214994896183349
355	375.852	0.0235833049940964
355	377.485	0.0247711041772181
355	379.117	0.0289099320407436
355	380.751	0.0319108000116284
355	382.384	0.0345010959310183
355	384.019	0.0377925738442522
355	385.654	0.0415001216718139
355	387.289	0.0421267126106156
355	388.925	0.0478093601164587
355	390.561	0.0473607034229988
355	392.198	0.0535375544758715
355	393.835	0.0575674325576501
355	395.473	0.0600087579522205
355	397.111	0.0659279681581443
355	398.75	0.0669153589830753
355	400.39	0.0678487835935688
355	402.029	0.0702726364483328
355	403.67	0.0694636978369786
355	405.31	0.0729671690945398
355	406.951	0.0767378031336846
355	408.593	0.0808827952638222
355	410.235	0.0856367766657938
355	411.878	0.0911208517376745
355	413.521	0.0926151453088195
355	415.165	0.0958388154757146
355	416.809	0.100620764620825
355	418.453	0.10267697290913
355	420.098	0.10651085775406
355	421.744	0.107876052425698
355	423.39	0.108790680541041
355	425.036	0.113721016437135
355	426.683	0.113190387458329
355	428.33	0.114342377013863
355	429.978	0.116832013956168
355	431.626	0.117812715758118
355	433.274	0.120131478209747
355	434.923	0.12436901991358
355	436.573	0.124798316656766
355	438.223	0.125330777614403
355	439.873	0.126606000495447
355	441.524	0.128448837704205
355	443.175	0.129415006648139
355	444.827	0.130399643811157
355	446.479	0.132088377544707
355	448.131	0.129694009289849
355	449.784	0.12928195814895
355	451.437	0.130469214027559
355	453.091	0.130206004365785
355	454.745	0.129927342369567
355	456.4	0.132706447393529
355	458.055	0.130012246596363
355	459.71	0.130181207530303
355	461.366	0.128933686725953
355	463.022	0.127454384400383
355	464.678	0.12729308937899
355	466.335	0.127961645309604
355	467.993	0.124626844966493
355	469.651	0.123130269224361
355	471.309	0.120623740342849
355	472.967	0.120569067950002
355	474.626	0.119619102247753
355	476.285	0.119095091836737
355	477.945	0.116888459083654
355	479.605	0.116436373821671
355	481.265	0.11236345965261
355	482.926	0.113799011772119
355	484.587	0.111420002535789
355	486.249	0.107748477764679
355	487.911	0.107600523126767
355	489.573	0.105849624030389
355	491.236	0.1049822953159
355	492.899	0.103122056702307
355	494.562	0.101639956008508
355	496.226	0.0982817507293153
355	497.89	0.0962389475262025
355	499.554	0.0937882962114597
355	501.219	0.0949129852080118
355	502.884	0.0917251322325707
355	504.549	0.0887281311347418
355	506.215	0.0871424730985117
355	507.881	0.0854240732753295
355	509.548	0.0829214141073085
355	511.214	0.0799313674286986
355	512.881	0.0807391857339522
355	514.549	0.0778601558178468
355	516.217	0.0764192016141928
355	517.885	0.0766615418423621
355	519.553	0.0738564336920708
355	521.222	0.0735880495117912
355	522.891	0.0707368353641734
355	524.56	0.0702554012278106
355	526.23	0.0676643159500521
355	527.9	0.0657705146591431
355	529.57	0.0649707429908499
355	531.24	0.0618980445992321
355	532.911	0.0618750352718226
355	534.582	0.0596735718375752
355	536.254	0.0572096202348457
355	537.925	0.056793971045324
355	539.597	0.0540630778314672
355	541.27	0.0540572885901219
355	542.942	0.0546515233533556
355	544.615	0.0528141575537367
355	546.288	0.0541212124713999
355	547.961	0.0512955265451608
355	549.635	0.0493258780717281
355	551.309	0.0486858479675554
355	552.983	0.0471638077749833
355	554.658	0.0459555486192751
355	556.332	0.0451047139320924
355	558.007	0.0416761819097662
355	559.683	0.0410221182471449
355	561.358	0.0395257742019923
355	563.034	0.0387483373389038
355	564.71	0.0389561802909594
355	566.386	0.0372118725511974
355	568.063	0.0357947618269225
355	569.739	0.0360824459842616
355	571.416	0.0337846019455648
355	573.093	0.0341413244212451
355	574.771	0.033618502662665
355	576.448	0.0326339232782006
355	578.126	0.0296650871896034
355	579.804	0.0298471548550493
355	581.483	0.0277243964661417
355	583.161	0.029340598488847
355	584.84	0.0263819793215972
355	586.519	0.0262067644827019
355	588.198	0.0260692396738751
355	589.878	0.0242923766760981
355	591.557	0.0242738805383987
355	593.237	0.0241281180468018
355	594.917	0.0215940114654675
355	596.597	0.0228320646311583
355	598.277	0.0198822188697131
355	599.958	0.020319571799795
355	601.639	0.0200557352515817
355	603.32	0.0192118214345563
355	605.001	0.0199114669042266
355	606.682	0.0191761328326528
355	608.364	0.0177652619360328
355	610.045	0.017248078097317
355	611.727	0.0187867664607025
355	613.409	0.0172612040095827
355	615.091	0.017334514306038398
355	616.774	0.0153561242395716
355	618.456	0.0151509012196388
355	620.139	0.0166150709124092
354	212.423	0
354	213.993	0
354	215.563	0
354	217.134	0
354	218.706	0
354	220.279	0
354	221.852	0
354	223.426	0
354	225	0
354	226.576	0
354	228.152	0
354	229.728	0
354	231.305	0
354	232.883	0
354	234.462	0
354	236.042	0
354	237.622	0
354	239.202	0
354	240.784	0
354	242.366	0
354	243.948	0
354	245.532	0
354	247.116	0
354	248.701	0
354	250.286	0
354	251.872	0
354	253.459	0
354	255.046	0
354	256.634	0
354	258.223	0
354	259.812	0
354	261.402	0
354	262.993	0
354	264.584	0
354	266.176	0
354	267.769	0
354	269.362	0
354	270.956	0
354	272.551	0
354	274.146	0
354	275.742	0
354	277.338	0
354	278.935	0
354	280.533	0
354	282.131	0
354	283.73	0
354	285.33	0
354	286.93	0
354	288.531	0
354	290.132	0
354	291.735	0
354	293.337	0
354	294.941	0
354	296.545	0
354	298.149	0
354	299.754	0
354	301.36	0
354	302.966	0
354	304.573	0
354	306.181	0
354	307.789	0
354	309.398	0
354	311.007	0
354	312.617	0
354	314.228	0
354	315.839	0
354	317.451	0
354	319.063	0
354	320.676	0
354	322.29	0
354	323.904	0
354	325.519	0
354	327.134	0
354	328.75	0
354	330.366	0
354	331.983	0
354	333.601	0
354	335.219	0
354	336.838	0
354	338.457	0
354	340.077	0
354	341.697	0
354	343.318	0
354	344.94	0
354	346.562	0
354	348.185	0
354	349.808	0
354	351.432	0
354	353.056	0
354	354.681	0
354	356.306	0
354	357.932	0
354	359.558	0
354	361.185	0
354	362.813	0
354	364.441	0
354	366.07	0.0168530598978333
354	367.699	0.0200957535227773
354	369.328	0.0217035970953305
354	370.959	0.0223548428714531
354	372.589	0.022136474080028
354	374.221	0.0238210957268179
354	375.852	0.0253441633106133
354	377.485	0.0265405351387753
354	379.117	0.0300917164778044
354	380.751	0.0318963915445546
354	382.384	0.0361104190673875
354	384.019	0.0403660591817682
354	385.654	0.0428297823392731
354	387.289	0.043436678281392
354	388.925	0.0473325314631991
354	390.561	0.051547321492412
354	392.198	0.0545880322621415
354	393.835	0.0585399547183566
354	395.473	0.0601876896607255
354	397.111	0.0653094701877131
354	398.75	0.0679019924251558
354	400.39	0.0689191475025252
354	402.029	0.0695754977919979
354	403.67	0.0733954365900134
354	405.31	0.0761374102540434
354	406.951	0.0792598601547232
354	408.593	0.0834428015323814
354	410.235	0.088373317092391
354	411.878	0.0918423002950583
354	413.521	0.0981749473639207
354	415.165	0.101536961854053
354	416.809	0.101272230053775
354	418.453	0.103887882939627
354	420.098	0.106777615343231
354	421.744	0.110260102385977
354	423.39	0.112192175238836
354	425.036	0.115738804594649
354	426.683	0.11479827432789701
354	428.33	0.115818042704891
354	429.978	0.119329614300735
354	431.626	0.120067375044216
354	433.274	0.120369276874903
354	434.923	0.125247658710192
354	436.573	0.124567270651841
354	438.223	0.12785827835073
354	439.873	0.128848027179851
354	441.524	0.129747376937344
354	443.175	0.129908128213133
354	444.827	0.132050344449628
354	446.479	0.133452341721519
354	448.131	0.13068744065926
354	449.784	0.129469090525364
354	451.437	0.129811931629604
354	453.091	0.131441506130937
354	454.745	0.130509036398034
354	456.4	0.131165824186388
354	458.055	0.130939891868995
354	459.71	0.128716435002443
354	461.366	0.128546308345451
354	463.022	0.128461705731838
354	464.678	0.127432297333529
354	466.335	0.126939081868507
354	467.993	0.125461780035682
354	469.651	0.122824813213347
354	471.309	0.122198159876778
354	472.967	0.122221321572959
354	474.626	0.120880182294551
354	476.285	0.120201989072375
354	477.945	0.114789121560041
354	479.605	0.116432078972653
354	481.265	0.11227973654346
354	482.926	0.113553052442882
354	484.587	0.11211058410679
354	486.249	0.108592847628647
354	487.911	0.107796886673386
354	489.573	0.104460198370468
354	491.236	0.104264777126663
354	492.899	0.104546436262533
354	494.562	0.101490710824593
354	496.226	0.0997640165212842
354	497.89	0.0957986609844168
354	499.554	0.0961012658070541
354	501.219	0.0938299535825519
354	502.884	0.0931158631070612
354	504.549	0.0899298045557594
354	506.215	0.0871539585389765
354	507.881	0.0853054332679785
354	509.548	0.0848119960942387
354	511.214	0.082513966794565
354	512.881	0.0808345910487752
354	514.549	0.0786130490679406
354	516.217	0.0781472381698768
354	517.885	0.0757979356638031
354	519.553	0.074649702288722
354	521.222	0.0745903709556536
354	522.891	0.0719749789817666
354	524.56	0.0718731686091005
354	526.23	0.0678317048025114
354	527.9	0.0669295164233956
354	529.57	0.0660829865142446
354	531.24	0.0634847292608676
354	532.911	0.0607788339533139
354	534.582	0.0587065170976788
354	536.254	0.0573348161136557
354	537.925	0.0577015467180333
354	539.597	0.0564845966082883
354	541.27	0.0551782428771255
354	542.942	0.0552210189507811
354	544.615	0.0536609737391032
354	546.288	0.0524730799427447
354	547.961	0.0500825795603882
354	549.635	0.0504439659241792
354	551.309	0.0487077523851941
354	552.983	0.0468262207564851
354	554.658	0.0458669348348534
354	556.332	0.0450394036951777
354	558.007	0.0414861413025933
354	559.683	0.0400341526399984
354	561.358	0.0407844495189932
354	563.034	0.0396345170115816
354	564.71	0.0382135552543285
354	566.386	0.0372647226427577
354	568.063	0.0370014885753561
354	569.739	0.0353813947081002
354	571.416	0.0348971244682182
354	573.093	0.0353849927398597
354	574.771	0.0340068386390183
354	576.448	0.0320057324384699
354	578.126	0.0291756857830858
354	579.804	0.0304153776243632
354	581.483	0.0278239712852015
354	583.161	0.0296539896206093
354	584.84	0.026322116884281
354	586.519	0.0266728563378816
354	588.198	0.0266180750245069
354	589.878	0.0240809112266854
354	591.557	0.0232102532832051
354	593.237	0.0234277559866043
354	594.917	0.0229518097822649
354	596.597	0.0227483169072883
354	598.277	0.0211702327463587
354	599.958	0.020500926493453
354	601.639	0.0204936183666313
354	603.32	0.0198488746339717
354	605.001	0.0205468343746102
354	606.682	0.0200455647822553
354	608.364	0.0170178142415168
354	610.045	0.0186045687671468
354	611.727	0.0174451214924317
354	613.409	0.0177370995866044
354	615.091	0.0170854571314904
354	616.774	0.0158570541769832
354	618.456	0.0157811708485886
354	620.139	0.0179065259719736
353	212.423	0
353	213.993	0
353	215.563	0
353	217.134	0
353	218.706	0
353	220.279	0
353	221.852	0
353	223.426	0
353	225	0
353	226.576	0
353	228.152	0
353	229.728	0
353	231.305	0
353	232.883	0
353	234.462	0
353	236.042	0
353	237.622	0
353	239.202	0
353	240.784	0
353	242.366	0
353	243.948	0
353	245.532	0
353	247.116	0
353	248.701	0
353	250.286	0
353	251.872	0
353	253.459	0
353	255.046	0
353	256.634	0
353	258.223	0
353	259.812	0
353	261.402	0
353	262.993	0
353	264.584	0
353	266.176	0
353	267.769	0
353	269.362	0
353	270.956	0
353	272.551	0
353	274.146	0
353	275.742	0
353	277.338	0
353	278.935	0
353	280.533	0
353	282.131	0
353	283.73	0
353	285.33	0
353	286.93	0
353	288.531	0
353	290.132	0
353	291.735	0
353	293.337	0
353	294.941	0
353	296.545	0
353	298.149	0
353	299.754	0
353	301.36	0
353	302.966	0
353	304.573	0
353	306.181	0
353	307.789	0
353	309.398	0
353	311.007	0
353	312.617	0
353	314.228	0
353	315.839	0
353	317.451	0
353	319.063	0
353	320.676	0
353	322.29	0
353	323.904	0
353	325.519	0
353	327.134	0
353	328.75	0
353	330.366	0
353	331.983	0
353	333.601	0
353	335.219	0
353	336.838	0
